Date,Tweets,Likes
20240719-0215,0,0
20240719-0220,0,0
20240719-0225,0,0
20240719-0230,0,0
20240719-0235,0,0
20240719-0240,0,0
20240719-0245,0,0
20240719-0250,0,0
20240719-0255,0,0
20240719-0300,0,0
20240719-0305,0,0
20240719-0310,0,0
20240719-0315,0,0
20240719-0320,0,0
20240719-0325,0,0
20240719-0330,0,0
20240719-0335,0,0
20240719-0340,0,0
20240719-0345,0,0
20240719-0350,0,0
20240719-0355,3,7
20240719-0400,3,7
20240719-0405,3,11
20240719-0410,0,0
20240719-0415,0,0
20240719-0420,0,0
20240719-0425,0,0
20240719-0430,0,0
20240719-0435,0,0
20240719-0440,0,0
20240719-0445,0,0
20240719-0450,0,0
20240719-0455,0,0
20240719-0500,0,0
20240719-0505,0,0
20240719-0510,0,-1
20240719-0515,0,0
20240719-0520,0,0
20240719-0525,0,0
20240719-0530,0,0
20240719-0535,0,0
20240719-0540,0,0
20240719-0545,0,0
20240719-0550,0,0
20240719-0555,0,0
20240719-0600,0,0
20240719-0605,0,0
20240719-0610,0,0
20240719-0615,0,0
20240719-0620,0,0
20240719-0625,0,0
20240719-0630,0,0
20240719-0635,0,0
20240719-0640,0,0
20240719-0645,0,0
20240719-0650,0,0
20240719-0655,0,0
20240719-0700,0,0
20240719-0705,0,0
20240719-0710,0,0
20240719-0715,5,7
20240719-0720,1,0
20240719-0725,0,0
20240719-0730,0,0
20240719-0735,0,0
20240719-0740,0,4
20240719-0745,3,6
20240719-0750,0,0
20240719-0755,0,0
20240719-0800,1,1
20240719-0805,0,0
20240719-0810,0,0
20240719-0815,0,0
20240719-0820,0,0
20240719-0825,0,0
20240719-0830,0,0
20240719-0835,0,0
20240719-0840,0,0
20240719-0845,0,0
20240719-0850,0,0
20240719-0855,0,0
20240719-0900,0,0
20240719-0905,0,0
20240719-0910,0,0
20240719-0915,0,0
20240719-0920,3,2
20240719-0925,4,10
20240719-0930,4,8
20240719-0935,2,1
20240719-0940,2,7
20240719-0945,2,2
20240719-0950,5,7
20240719-0955,5,7
20240719-1000,1,0
20240719-1005,0,0
20240719-1010,3,8
20240719-1015,3,1
20240719-1020,0,0
20240719-1025,0,0
20240719-1030,0,0
20240719-1035,0,0
20240719-1040,0,0
20240719-1045,1,0
20240719-1050,0,0
20240719-1055,0,0
20240719-1100,0,0
20240719-1105,0,-1
20240719-1110,0,0
20240719-1115,0,0
20240719-1120,0,0
20240719-1125,0,5
20240719-1130,3,2
20240719-1135,2,13
20240719-1140,4,7
20240719-1145,2,5
20240719-1150,0,0
20240719-1155,0,0
20240719-1200,0,0
20240719-1205,0,0
20240719-1210,0,0
20240719-1215,0,0
20240719-1220,0,0
20240719-1225,0,0
20240719-1230,0,0
20240719-1235,0,0
20240719-1240,0,0
20240719-1245,0,0
20240719-1250,0,1
20240719-1255,0,2
20240719-1300,0,0
20240719-1305,0,0
20240719-1310,0,0
20240719-1315,0,0
20240719-1320,0,0
20240719-1325,0,0
20240719-1330,0,0
20240719-1335,0,0
20240719-1340,0,0
20240719-1345,0,0
20240719-1350,0,0
20240719-1355,0,0
20240719-1400,0,0
20240719-1405,0,0
20240719-1410,0,1
20240719-1415,1,5
20240719-1420,0,0
20240719-1425,0,0
20240719-1430,0,0
20240719-1435,0,0
20240719-1440,0,0
20240719-1445,0,-2
20240719-1450,0,0
20240719-1455,0,0
20240719-1500,0,0
20240719-1505,0,0
20240719-1510,0,0
20240719-1515,0,0
20240719-1520,0,0
20240719-1525,0,0
20240719-1530,0,0
20240719-1535,0,0
20240719-1540,0,0
20240719-1545,0,0
20240719-1550,0,0
20240719-1555,0,0
20240719-1600,0,0
20240719-1605,0,0
20240719-1610,0,0
20240719-1615,0,0
20240719-1620,0,0
20240719-1625,0,0
20240719-1630,0,0
20240719-1635,0,0
20240719-1640,0,0
20240719-1645,0,0
20240719-1650,0,0
20240719-1655,0,0
20240719-1700,0,0
20240719-1705,0,0
20240719-1710,0,0
20240719-1715,0,0
20240719-1720,0,0
20240719-1725,0,0
20240719-1730,0,0
20240719-1735,0,0
20240719-1740,0,0
20240719-1745,0,0
20240719-1750,1,1
20240719-1755,0,2
20240719-1800,1,4
20240719-1805,2,3
20240719-1810,0,0
20240719-1815,0,0
20240719-1820,0,0
20240719-1825,0,0
20240719-1830,0,0
20240719-1835,0,0
20240719-1840,0,0
20240719-1845,0,0
20240719-1850,0,0
20240719-1855,0,0
20240719-1900,0,0
20240719-1905,0,0
20240719-1910,0,0
20240719-1915,0,0
20240719-1920,0,0
20240719-1925,0,0
20240719-1930,0,0
20240719-1935,0,0
20240719-1940,0,0
20240719-1945,0,0
20240719-1950,0,0
20240719-1955,0,0
20240719-2000,0,0
20240719-2005,0,0
20240719-2010,0,0
20240719-2015,0,0
20240719-2020,0,0
20240719-2025,0,0
20240719-2030,0,0
20240719-2035,0,0
20240719-2040,0,0
20240719-2045,0,0
20240719-2050,0,0
20240719-2055,1,3
20240719-2100,0,0
20240719-2105,0,5
20240719-2110,1,1
20240719-2115,0,0
20240719-2120,1,2
20240719-2125,0,1
20240719-2130,0,0
20240719-2135,0,0
20240719-2140,0,0
20240719-2145,0,0
20240719-2150,0,0
20240719-2155,0,0
20240719-2200,0,0
20240719-2205,0,0
20240719-2210,0,0
20240719-2215,0,0
20240719-2220,0,0
20240719-2225,0,0
20240719-2230,0,0
20240719-2235,0,0
20240719-2240,0,0
20240719-2245,0,0
20240719-2250,0,0
20240719-2255,0,0
20240719-2300,0,0
20240719-2305,0,0
20240719-2310,0,0
20240719-2315,0,0
20240719-2320,1,3
20240719-2325,2,10
20240719-2330,4,9
20240719-2335,1,2
20240719-2340,3,4
20240719-2345,0,1
20240719-2350,0,0
20240719-2355,0,0
20240720-0000,0,0
20240720-0005,0,0
20240720-0010,0,0
20240720-0015,0,0
20240720-0020,0,0
20240720-0025,0,0
20240720-0030,0,0
20240720-0035,0,0
20240720-0040,0,0
20240720-0045,0,0
20240720-0050,0,0
20240720-0055,0,0
20240720-0100,0,0
20240720-0105,0,0
20240720-0110,0,0
20240720-0115,0,0
20240720-0120,0,0
20240720-0125,0,0
20240720-0130,0,0
20240720-0135,0,0
20240720-0140,0,0
20240720-0145,0,0
20240720-0150,0,0
20240720-0155,0,0
20240720-0200,0,0
20240720-0205,0,0
20240720-0210,0,0
20240720-0215,0,0
20240720-0220,0,0
20240720-0225,0,0
20240720-0230,0,0
20240720-0235,0,0
20240720-0240,0,0
20240720-0245,0,0
20240720-0250,0,0
20240720-0255,0,0
20240720-0300,0,0
20240720-0305,0,0
20240720-0310,0,0
20240720-0315,0,0
20240720-0320,0,0
20240720-0325,0,0
20240720-0330,0,0
20240720-0335,0,0
20240720-0340,0,0
20240720-0345,0,0
20240720-0350,0,0
20240720-0355,0,0
20240720-0400,0,0
20240720-0405,0,0
20240720-0410,0,0
20240720-0415,0,0
20240720-0420,0,0
20240720-0425,0,0
20240720-0430,0,0
20240720-0435,0,0
20240720-0440,0,0
20240720-0445,0,0
20240720-0450,0,0
20240720-0455,0,0
20240720-0500,0,0
20240720-0505,0,0
20240720-0510,0,0
20240720-0515,0,0
20240720-0520,0,0
20240720-0525,0,0
20240720-0530,0,0
20240720-0535,0,0
20240720-0540,0,0
20240720-0545,0,0
20240720-0550,0,0
20240720-0555,0,1
20240720-0600,0,3
20240720-0605,0,1
20240720-0610,1,0
20240720-0615,1,6
20240720-0620,0,0
20240720-0625,0,0
20240720-0630,0,0
20240720-0635,0,0
20240720-0640,2,5
20240720-0645,4,7
20240720-0650,1,2
20240720-0655,2,7
20240720-0700,2,7
20240720-0705,0,0
20240720-0710,0,0
20240720-0715,4,1
20240720-0720,2,4
20240720-0725,0,0
20240720-0730,0,0
20240720-0735,0,0
20240720-0740,0,0
20240720-0805,3,5
20240720-0810,4,7
20240720-0815,0,0
20240720-0820,0,1
20240720-0825,4,3
20240720-0830,3,5
20240720-0835,0,0
20240720-0840,2,7
20240720-0845,0,0
20240720-0850,0,0
20240720-0855,1,1
20240720-0900,0,0
20240720-0905,0,0
20240720-0910,0,0
20240720-0915,0,0
20240720-0920,0,0
20240720-0925,0,0
20240720-0930,0,0
20240720-0935,0,0
20240720-0940,0,0
20240720-0945,0,0
20240720-0950,0,0
20240720-0955,0,0
20240720-1000,0,0
20240720-1005,0,0
20240720-1010,0,0
20240720-1015,0,0
20240720-1020,0,0
20240720-1025,0,0
20240720-1030,0,0
20240720-1035,0,0
20240720-1040,0,0
20240720-1045,0,0
20240720-1050,0,1
20240720-1055,2,3
20240720-1100,0,0
20240720-1105,0,0
20240720-1110,0,0
20240720-1115,0,0
20240720-1120,0,0
20240720-1125,0,0
20240720-1130,0,0
20240720-1135,0,0
20240720-1140,0,0
20240720-1145,0,0
20240720-1150,0,0
20240720-1155,0,0
20240720-1200,0,0
20240720-1205,0,0
20240720-1210,0,0
20240720-1215,0,0
20240720-1220,0,0
20240720-1225,0,0
20240720-1230,0,0
20240720-1235,0,0
20240720-1240,0,0
20240720-1245,0,0
20240720-1250,0,0
20240720-1255,0,0
20240720-1300,0,0
20240720-1305,0,0
20240720-1310,0,0
20240720-1315,0,0
20240720-1320,0,0
20240720-1325,0,0
20240720-1330,0,0
20240720-1335,0,0
20240720-1340,0,0
20240720-1345,0,0
20240720-1350,0,0
20240720-1355,0,0
20240720-1400,0,0
20240720-1405,0,0
20240720-1410,0,0
20240720-1415,0,0
20240720-1420,0,0
20240720-1425,0,0
20240720-1430,0,0
20240720-1435,0,0
20240720-1440,0,0
20240720-1445,0,0
20240720-1450,0,0
20240720-1455,0,0
20240720-1500,0,0
20240720-1505,0,0
20240720-1510,0,0
20240720-1515,0,0
20240720-1520,0,0
20240720-1525,0,0
20240720-1530,0,0
20240720-1535,0,0
20240720-1540,0,0
20240720-1545,0,0
20240720-1550,0,0
20240720-1555,0,0
20240720-1600,0,0
20240720-1605,0,0
20240720-1610,0,0
20240720-1615,0,0
20240720-1620,0,0
20240720-1625,0,0
20240720-1630,0,0
20240720-1635,0,0
20240720-1640,0,0
20240720-1645,0,0
20240720-1650,0,0
20240720-1655,0,0
20240720-1700,0,0
20240720-1705,0,0
20240720-1710,0,0
20240720-1715,1,5
20240720-1720,1,3
20240720-1725,2,5
20240720-1730,2,7
20240720-1735,0,0
20240720-1740,0,0
20240720-1745,0,0
20240720-1750,0,0
20240720-1755,0,0
20240720-1800,0,0
20240720-1805,0,0
20240720-1810,0,0
20240720-1815,0,0
20240720-1820,0,0
20240720-1825,0,0
20240720-1830,0,0
20240720-1835,0,0
20240720-1840,0,0
20240720-1845,1,0
20240720-1850,2,2
20240720-1855,1,3
20240720-1900,0,1
20240720-1905,0,2
20240720-1910,0,1
20240720-1915,0,0
20240720-1920,0,0
20240720-1925,0,0
20240720-1930,0,0
20240720-1935,0,4
20240720-1940,0,1
20240720-1945,0,1
20240720-1950,0,0
20240720-1955,0,0
20240720-2000,0,0
20240720-2005,0,0
20240720-2010,0,0
20240720-2015,0,0
20240720-2020,0,0
20240720-2026,0,0
20240720-2030,0,0
20240720-2035,0,0
20240720-2040,0,0
20240720-2045,0,0
20240720-2050,0,-1
20240720-2055,0,5
20240720-2100,0,0
20240720-2105,0,0
20240720-2110,0,0
20240720-2115,1,2
20240720-2120,1,3
20240720-2125,2,8
20240720-2130,1,2
20240720-2135,0,0
20240720-2140,3,2
20240720-2145,1,2
20240720-2150,0,4
20240720-2155,1,1
20240720-2200,0,0
20240720-2205,0,0
20240720-2210,1,5
20240720-2215,1,3
20240720-2220,0,1
20240720-2225,0,1
20240720-2230,0,3
20240720-2235,0,0
20240720-2240,0,0
20240720-2245,0,0
20240720-2250,0,0
20240720-2255,0,0
20240720-2300,0,0
20240720-2305,0,0
20240720-2310,0,0
20240720-2315,0,0
20240720-2320,0,0
20240720-2325,0,0
20240720-2330,0,0
20240720-2335,0,0
20240720-2340,0,0
20240720-2345,0,0
20240720-2350,0,0
20240720-2355,0,0
20240721-0000,0,0
20240721-0005,0,0
20240721-0010,0,0
20240721-0015,0,0
20240721-0020,0,0
20240721-0025,0,0
20240721-0030,0,0
20240721-0035,0,0
20240721-0040,0,0
20240721-0045,0,0
20240721-0050,0,0
20240721-0055,0,0
20240721-0100,0,0
20240721-0105,0,0
20240721-0110,0,0
20240721-0115,0,0
20240721-0120,0,0
20240721-0125,0,0
20240721-0130,0,0
20240721-0135,0,0
20240721-0140,0,0
20240721-0145,0,0
20240721-0150,0,0
20240721-0155,0,0
20240721-0200,0,0
20240721-0205,0,0
20240721-0210,0,0
20240721-0215,0,0
20240721-0220,0,0
20240721-0225,0,0
20240721-0230,0,0
20240721-0235,0,0
20240721-0240,0,0
20240721-0245,0,0
20240721-0250,0,-1
20240721-0255,0,0
20240721-0300,0,0
20240721-0305,0,0
20240721-0310,0,0
20240721-0315,0,0
20240721-0320,0,0
20240721-0325,0,0
20240721-0330,0,0
20240721-0335,0,0
20240721-0340,0,0
20240721-0345,0,0
20240721-0350,0,0
20240721-0355,0,0
20240721-0400,0,0
20240721-0405,0,0
20240721-0410,0,0
20240721-0415,0,0
20240721-0420,0,0
20240721-0425,0,0
20240721-0430,0,0
20240721-0435,0,0
20240721-0440,0,0
20240721-0445,0,0
20240721-0450,0,0
20240721-0455,0,0
20240721-0500,0,0
20240721-0505,0,0
20240721-0510,0,0
20240721-0515,0,0
20240721-0520,0,0
20240721-0525,0,0
20240721-0530,0,0
20240721-0535,0,0
20240721-0540,0,0
20240721-0545,0,0
20240721-0550,0,0
20240721-0555,0,0
20240721-0600,0,0
20240721-0605,0,0
20240721-0610,0,0
20240721-0615,0,0
20240721-0620,0,0
20240721-0625,0,0
20240721-0630,0,0
20240721-0635,0,0
20240721-0640,0,0
20240721-0645,0,0
20240721-0650,0,0
20240721-0655,0,0
20240721-0700,0,0
20240721-0705,0,0
20240721-0710,0,0
20240721-0715,0,0
20240721-0720,0,0
20240721-0725,0,0
20240721-0730,1,6
20240721-0735,2,6
20240721-0740,1,1
20240721-0745,0,0
20240721-0750,0,0
20240721-0755,1,2
20240721-0800,0,0
20240721-0805,0,0
20240721-0810,0,0
20240721-0815,0,0
20240721-0820,2,3
20240721-0825,1,0
20240721-0830,0,0
20240721-0835,0,0
20240721-0840,2,2
20240721-0845,3,5
20240721-0850,2,5
20240721-0855,2,9
20240721-0900,4,4
20240721-0905,3,3
20240721-0910,0,0
20240721-0915,0,0
20240721-0920,0,0
20240721-0925,0,0
20240721-0930,0,0
20240721-0935,0,0
20240721-0940,0,0
20240721-0945,0,0
20240721-0950,0,0
20240721-0955,0,0
20240721-1000,0,0
20240721-1005,0,0
20240721-1010,0,0
20240721-1015,0,0
20240721-1020,3,5
20240721-1025,1,1
20240721-1030,1,5
20240721-1035,2,7
20240721-1040,0,1
20240721-1045,1,0
20240721-1050,1,4
20240721-1055,3,8
20240721-1100,0,0
20240721-1105,0,1
20240721-1110,0,0
20240721-1115,1,1
20240721-1120,2,0
20240721-1125,3,1
20240721-1130,2,0
20240721-1135,1,0
20240721-1140,4,1
20240721-1145,1,2
20240721-1150,0,0
20240721-1155,1,0
20240721-1200,1,0
20240721-1205,1,0
20240721-1210,3,4
20240721-1215,2,4
20240721-1220,3,4
20240721-1225,0,0
20240721-1230,2,3
20240721-1235,6,8
20240721-1240,3,2
20240721-1245,0,0
20240721-1250,4,7
20240721-1255,0,0
20240721-1300,0,0
20240721-1305,0,0
20240721-1310,0,0
20240721-1315,0,0
20240721-1320,0,0
20240721-1325,0,0
20240721-1330,0,0
20240721-1335,0,0
20240721-1340,0,0
20240721-1345,0,0
20240721-1350,0,0
20240721-1355,0,0
20240721-1400,0,0
20240721-1405,0,0
20240721-1410,0,0
20240721-1415,0,0
20240721-1420,0,0
20240721-1425,0,0
20240721-1430,0,0
20240721-1435,1,3
20240721-1440,1,4
20240721-1445,2,4
20240721-1450,0,0
20240721-1455,0,0
20240721-1500,0,0
20240721-1505,0,0
20240721-1510,0,0
20240721-1515,0,0
20240721-1520,0,0
20240721-1525,0,0
20240721-1530,0,0
20240721-1535,0,0
20240721-1540,0,0
20240721-1545,0,0
20240721-1550,0,0
20240721-1555,0,0
20240721-1600,0,0
20240721-1605,0,-1
20240721-1610,0,0
20240721-1615,0,0
20240721-1620,0,0
20240721-1625,0,0
20240721-1630,0,2
20240721-1635,0,0
20240721-1640,0,0
20240721-1645,0,0
20240721-1650,0,0
20240721-1655,0,0
20240721-1700,1,3
20240721-1705,0,0
20240721-1710,0,0
20240721-1715,0,0
20240721-1720,0,0
20240721-1725,1,0
20240721-1730,0,1
20240721-1735,1,2
20240721-1740,0,0
20240721-1745,0,3
20240721-1750,2,3
20240721-1755,1,3
20240721-1800,2,5
20240721-1805,0,9
20240721-1810,3,2
20240721-1815,2,1
20240721-1820,1,0
20240721-1825,0,1
20240721-1830,3,4
20240721-1835,1,6
20240721-1840,0,0
20240721-1845,2,3
20240721-1850,1,3
20240721-1855,5,17
20240721-1900,3,4
20240721-1905,3,8
20240721-1910,1,7
20240721-1915,0,4
20240721-1920,1,6
20240721-1925,1,2
20240721-1930,1,2
20240721-1935,0,0
20240721-1940,0,3
20240721-1945,0,0
20240721-1950,1,4
20240721-1955,0,8
20240721-2000,1,2
20240721-2005,0,-2
20240721-2010,2,2
20240721-2015,2,6
20240721-2020,2,6
20240721-2025,3,3
20240721-2030,0,10
20240721-2035,1,3
20240721-2040,0,0
20240721-2045,2,5
20240721-2050,0,0
20240721-2055,0,0
20240721-2100,0,0
20240721-2105,0,0
20240721-2110,0,0
20240721-2115,0,0
20240721-2120,1,0
20240721-2125,1,2
20240721-2130,0,0
20240721-2135,0,3
20240721-2140,1,8
20240721-2145,0,0
20240721-2150,0,2
20240721-2155,1,4
20240721-2200,1,2
20240721-2205,1,8
20240721-2210,2,9
20240721-2215,0,0
20240721-2220,0,0
20240721-2225,1,3
20240721-2230,1,8
20240721-2235,1,1
20240721-2240,0,0
20240721-2245,0,0
20240721-2250,0,0
20240721-2255,0,0
20240721-2300,0,0
20240721-2305,0,0
20240721-2310,0,0
20240721-2315,0,0
20240721-2320,0,0
20240721-2325,0,0
20240721-2330,1,4
20240721-2335,1,4
20240721-2340,0,2
20240721-2345,2,2
20240721-2350,2,4
20240721-2355,3,4
20240722-0000,1,1
20240722-0005,1,5
20240722-0010,1,3
20240722-0015,0,2
20240722-0020,0,0
20240722-0025,0,0
20240722-0030,0,0
20240722-0035,0,0
20240722-0040,0,0
20240722-0045,0,0
20240722-0050,0,0
20240722-0055,0,0
20240722-0100,0,0
20240722-0105,0,0
20240722-0110,0,0
20240722-0115,0,0
20240722-0120,0,0
20240722-0125,0,0
20240722-0130,0,0
20240722-0135,0,0
20240722-0140,0,0
20240722-0145,0,0
20240722-0150,0,0
20240722-0155,0,0
20240722-0200,0,0
20240722-0205,0,0
20240722-0210,0,0
20240722-0215,0,0
20240722-0220,0,0
20240722-0225,0,0
20240722-0230,0,0
20240722-0235,0,0
20240722-0240,0,0
20240722-0245,0,3
20240722-0250,0,5
20240722-0255,0,0
20240722-0300,1,0
20240722-0305,0,1
20240722-0310,0,0
20240722-0315,1,0
20240722-0320,2,4
20240722-0325,1,4
20240722-0330,0,0
20240722-0335,0,0
20240722-0340,0,3
20240722-0345,1,4
20240722-0350,0,0
20240722-0355,1,6
20240722-0400,2,5
20240722-0405,1,3
20240722-0410,2,2
20240722-0415,0,5
20240722-0420,0,0
20240722-0425,0,0
20240722-0430,0,0
20240722-0435,0,0
20240722-0440,0,0
20240722-0445,0,0
20240722-0450,0,0
20240722-0455,0,0
20240722-0500,0,0
20240722-0505,0,0
20240722-0510,0,0
20240722-0515,0,0
20240722-0520,0,0
20240722-0525,0,0
20240722-0530,0,0
20240722-0535,0,0
20240722-0540,0,0
20240722-0545,0,0
20240722-0550,0,0
20240722-0555,0,0
20240722-0600,0,0
20240722-0605,0,0
20240722-0610,0,0
20240722-0615,0,0
20240722-0620,0,0
20240722-0625,0,0
20240722-0630,0,0
20240722-0635,0,0
20240722-0640,0,0
20240722-0645,0,0
20240722-0650,0,0
20240722-0655,0,0
20240722-0700,0,0
20240722-0705,0,0
20240722-0710,0,0
20240722-0715,0,0
20240722-0720,0,0
20240722-0725,0,0
20240722-0730,0,0
20240722-0735,0,0
20240722-0740,0,0
20240722-0745,0,0
20240722-0750,0,0
20240722-0755,0,0
20240722-0800,0,0
20240722-0805,0,0
20240722-0810,0,0
20240722-0815,0,0
20240722-0820,0,0
20240722-0825,0,0
20240722-0830,0,0
20240722-0835,0,0
20240722-0840,0,0
20240722-0845,0,0
20240722-0850,0,0
20240722-0855,0,0
20240722-0900,0,0
20240722-0905,0,0
20240722-0910,0,2
20240722-0915,0,1
20240722-0920,3,2
20240722-0925,0,1
20240722-0930,0,1
20240722-0935,1,3
20240722-0940,0,3
20240722-0945,2,13
20240722-0950,1,7
20240722-0955,2,2
20240722-1000,0,0
20240722-1005,1,4
20240722-1010,0,0
20240722-1015,1,2
20240722-1020,0,5
20240722-1025,0,4
20240722-1030,0,0
20240722-1035,0,0
20240722-1040,0,0
20240722-1045,0,0
20240722-1050,1,0
20240722-1055,0,1
20240722-1100,2,4
20240722-1105,0,2
20240722-1110,0,0
20240722-1115,0,0
20240722-1120,3,1
20240722-1125,4,3
20240722-1130,0,2
20240722-1135,0,0
20240722-1140,0,0
20240722-1145,0,0
20240722-1150,0,0
20240722-1155,2,2
20240722-1200,2,2
20240722-1205,0,0
20240722-1210,0,0
20240722-1215,0,0
20240722-1220,0,0
20240722-1225,0,0
20240722-1230,0,0
20240722-1235,0,0
20240722-1240,0,0
20240722-1245,0,0
20240722-1250,0,0
20240722-1255,0,0
20240722-1300,0,0
20240722-1305,0,0
20240722-1310,0,0
20240722-1315,0,0
20240722-1320,0,0
20240722-1325,0,0
20240722-1330,0,0
20240722-1335,0,0
20240722-1340,0,0
20240722-1345,0,0
20240722-1350,0,0
20240722-1355,0,0
20240722-1400,0,0
20240722-1405,0,0
20240722-1410,0,0
20240722-1415,0,0
20240722-1420,0,0
20240722-1425,0,0
20240722-1430,0,0
20240722-1435,0,2
20240722-1440,0,0
20240722-1445,0,11
20240722-1450,0,5
20240722-1455,0,3
20240722-1500,0,0
20240722-1505,0,7
20240722-1510,0,9
20240722-1515,1,4
20240722-1520,0,0
20240722-1525,0,0
20240722-1530,0,0
20240722-1535,0,10
20240722-1540,2,11
20240722-1545,0,7
20240722-1550,0,0
20240722-1555,1,1
20240722-1600,0,4
20240722-1605,0,4
20240722-1610,0,0
20240722-1615,0,0
20240722-1620,0,0
20240722-1625,1,3
20240722-1630,0,1
20240722-1635,0,0
20240722-1640,0,0
20240722-1645,0,0
20240722-1650,0,0
20240722-1655,0,0
20240722-1700,0,0
20240722-1705,0,0
20240722-1710,0,0
20240722-1715,0,0
20240722-1720,0,0
20240722-1725,0,0
20240722-1730,0,0
20240722-1735,0,0
20240722-1740,0,0
20240722-1745,0,0
20240722-1750,0,0
20240722-1755,0,0
20240722-1800,0,0
20240722-1805,0,0
20240722-1810,0,0
20240722-1815,0,0
20240722-1820,0,0
20240722-1825,0,0
20240722-1830,0,0
20240722-1835,0,0
20240722-1840,0,0
20240722-1845,0,0
20240722-1850,0,0
20240722-1855,0,0
20240722-1900,0,0
20240722-1905,0,0
20240722-1910,0,0
20240722-1915,0,0
20240722-1920,0,0
20240722-1925,0,0
20240722-1930,0,1
20240722-1935,0,3
20240722-1940,0,2
20240722-1945,0,0
20240722-1950,0,4
20240722-1955,0,3
20240722-2000,0,0
20240722-2005,0,0
20240722-2010,0,4
20240722-2015,0,2
20240722-2020,0,2
20240722-2025,1,0
20240722-2030,0,3
20240722-2035,0,0
20240722-2040,0,0
20240722-2045,0,0
20240722-2050,0,4
20240722-2055,1,4
20240722-2100,1,3
20240722-2105,0,0
20240722-2110,1,4
20240722-2115,1,6
20240722-2120,0,8
20240722-2125,0,2
20240722-2130,1,1
20240722-2135,0,10
20240722-2140,0,0
20240722-2145,1,6
20240722-2150,2,11
20240722-2155,1,6
20240722-2200,1,2
20240722-2205,1,7
20240722-2210,1,3
20240722-2215,0,3
20240722-2220,0,1
20240722-2225,1,1
20240722-2230,0,-1
20240722-2235,0,0
20240722-2240,0,0
20240722-2245,1,6
20240722-2250,0,6
20240722-2255,0,3
20240722-2300,0,0
20240722-2305,0,0
20240722-2310,0,0
20240722-2315,0,0
20240722-2320,0,0
20240722-2325,0,0
20240722-2330,0,0
20240722-2335,0,0
20240722-2340,0,0
20240722-2345,0,0
20240722-2350,0,0
20240722-2355,0,0
20240723-0000,0,0
20240723-0005,0,0
20240723-0010,0,0
20240723-0015,0,0
20240723-0020,0,-1
20240723-0025,0,0
20240723-0030,0,0
20240723-0035,0,0
20240723-0040,0,0
20240723-0045,0,0
20240723-0050,0,0
20240723-0055,0,0
20240723-0100,0,0
20240723-0105,0,0
20240723-0110,0,0
20240723-0115,0,0
20240723-0120,0,0
20240723-0125,0,0
20240723-0130,0,0
20240723-0135,0,0
20240723-0140,0,0
20240723-0145,0,0
20240723-0150,0,0
20240723-0155,0,0
20240723-0200,0,0
20240723-0205,0,0
20240723-0210,0,0
20240723-0215,0,-1
20240723-0220,0,0
20240723-0225,0,0
20240723-0230,0,0
20240723-0235,0,0
20240723-0240,0,0
20240723-0245,0,0
20240723-0250,0,0
20240723-0255,0,0
20240723-0300,0,0
20240723-0305,0,0
20240723-0310,0,0
20240723-0315,0,0
20240723-0320,0,0
20240723-0325,0,0
20240723-0330,0,0
20240723-0335,0,0
20240723-0340,0,0
20240723-0345,0,0
20240723-0350,0,0
20240723-0355,0,0
20240723-0400,0,0
20240723-0405,0,0
20240723-0410,0,0
20240723-0415,0,0
20240723-0420,0,0
20240723-0425,0,0
20240723-0430,0,0
20240723-0435,0,0
20240723-0440,0,0
20240723-0445,0,0
20240723-0450,0,0
20240723-0455,0,0
20240723-0500,0,0
20240723-0505,0,0
20240723-0510,0,0
20240723-0515,0,0
20240723-0520,0,0
20240723-0525,0,0
20240723-0530,0,0
20240723-0535,0,0
20240723-0540,0,0
20240723-0545,0,0
20240723-0550,0,0
20240723-0555,0,0
20240723-0600,0,0
20240723-0605,0,0
20240723-0610,0,0
20240723-0615,0,0
20240723-0620,0,0
20240723-0625,0,0
20240723-0630,0,0
20240723-0635,0,0
20240723-0640,0,0
20240723-0645,0,0
20240723-0650,0,0
20240723-0655,0,4
20240723-0700,1,3
20240723-0705,1,4
20240723-0710,0,1
20240723-0715,0,0
20240723-0720,0,1
20240723-0725,0,7
20240723-0730,0,0
20240723-0735,1,0
20240723-0740,2,5
20240723-0745,1,1
20240723-0750,0,0
20240723-0755,0,0
20240723-0800,0,0
20240723-0805,0,0
20240723-0810,0,0
20240723-0815,0,1
20240723-0820,0,2
20240723-0825,1,1
20240723-0830,0,0
20240723-0835,0,0
20240723-0840,0,0
20240723-0845,0,0
20240723-0850,3,2
